year,state,month,number,date
2002,Piau,October,2.757,1/1/2002
2003,Piau,October,2.332,1/1/2003
2004,Piau,October,2.144,1/1/2004
2005,Piau,October,3.263,1/1/2005
2006,Piau,October,1.443,1/1/2006
2007,Piau,October,2.331,1/1/2007
2008,Piau,October,1.83,1/1/2008
2009,Piau,October,913,1/1/2009
2010,Piau,October,3.863,1/1/2010
2011,Piau,October,1.484,1/1/2011
2012,Piau,October,2.506,1/1/2012
2013,Piau,October,1.269,1/1/2013
2014,Piau,October,1.788,1/1/2014
2015,Piau,October,4.068,1/1/2015
2016,Piau,October,2.598,1/1/2016
2017,Piau,October,3.004,1/1/2017
1998,Piau,November,424,1/1/1998
1999,Piau,November,334,1/1/1999
2000,Piau,November,450,1/1/2000
2001,Piau,November,1.484,1/1/2001
2002,Piau,November,1.174,1/1/2002
2003,Piau,November,1.248,1/1/2003
2004,Piau,November,1.798,1/1/2004
2005,Piau,November,1.599,1/1/2005
2006,Piau,November,740,1/1/2006
2007,Piau,November,939,1/1/2007
2008,Piau,November,594,1/1/2008
2009,Piau,November,1.336,1/1/2009
2010,Piau,November,1.417,1/1/2010
2011,Piau,November,825,1/1/2011
2012,Piau,November,447,1/1/2012
2013,Piau,November,640,1/1/2013
2014,Piau,November,717,1/1/2014
2015,Piau,November,897,1/1/2015
2016,Piau,November,1.126,1/1/2016
2017,Piau,November,449,1/1/2017
1998,Piau,December,119,1/1/1998
1999,Piau,December,74,1/1/1999
2000,Piau,December,79,1/1/2000
2001,Piau,December,230,1/1/2001
2002,Piau,December,373,1/1/2002
2003,Piau,December,459,1/1/2003
2004,Piau,December,788,1/1/2004
2005,Piau,December,486,1/1/2005
2006,Piau,December,339,1/1/2006
2007,Piau,December,317,1/1/2007
2008,Piau,December,329,1/1/2008
2009,Piau,December,570,1/1/2009
2010,Piau,December,357,1/1/2010
2011,Piau,December,362,1/1/2011
2012,Piau,December,334,1/1/2012
2013,Piau,December,468,1/1/2013
2014,Piau,December,346,1/1/2014
2015,Piau,December,626,1/1/2015
2016,Piau,December,374,1/1/2016
1998,Rio,January,0,1/1/1998
1999,Rio,January,0,1/1/1999
2000,Rio,January,0,1/1/2000
2001,Rio,January,0,1/1/2001
2002,Rio,January,0,1/1/2002
2003,Rio,January,0,1/1/2003
2004,Rio,January,1,1/1/2004
2005,Rio,January,5,1/1/2005
2006,Rio,January,12,1/1/2006
2007,Rio,January,0,1/1/2007
2008,Rio,January,1,1/1/2008
2009,Rio,January,3,1/1/2009
2010,Rio,January,13,1/1/2010
2011,Rio,January,10,1/1/2011
2012,Rio,January,12,1/1/2012
2013,Rio,January,9,1/1/2013
2014,Rio,January,35,1/1/2014
2015,Rio,January,97,1/1/2015
2016,Rio,January,9,1/1/2016
2017,Rio,January,15,1/1/2017
1998,Rio,February,0,1/1/1998
1999,Rio,February,0,1/1/1999
2000,Rio,February,1,1/1/2000
2001,Rio,February,3,1/1/2001
2002,Rio,February,1,1/1/2002
2003,Rio,February,10,1/1/2003
2004,Rio,February,8,1/1/2004
2005,Rio,February,4,1/1/2005
2006,Rio,February,7,1/1/2006
2007,Rio,February,15,1/1/2007
2008,Rio,February,2,1/1/2008
2009,Rio,February,5,1/1/2009
2010,Rio,February,73,1/1/2010
2011,Rio,February,36,1/1/2011
2012,Rio,February,11,1/1/2012
2013,Rio,February,12,1/1/2013
2014,Rio,February,116,1/1/2014
2015,Rio,February,36,1/1/2015
2016,Rio,February,16,1/1/2016
2017,Rio,February,34,1/1/2017
1998,Rio,March,0,1/1/1998
1999,Rio,March,0,1/1/1999
2000,Rio,March,0,1/1/2000
2001,Rio,March,0,1/1/2001
2002,Rio,March,1,1/1/2002
2003,Rio,March,23,1/1/2003
2004,Rio,March,4,1/1/2004
2005,Rio,March,7,1/1/2005
2006,Rio,March,8,1/1/2006
2007,Rio,March,27,1/1/2007
2008,Rio,March,2,1/1/2008
2009,Rio,March,5,1/1/2009
2010,Rio,March,10,1/1/2010
2011,Rio,March,7,1/1/2011
2012,Rio,March,20,1/1/2012
2013,Rio,March,9,1/1/2013
2014,Rio,March,38,1/1/2014
2015,Rio,March,23,1/1/2015
2016,Rio,March,16,1/1/2016
2017,Rio,March,10,1/1/2017
1998,Rio,April,0,1/1/1998
1999,Rio,April,1,1/1/1999
2000,Rio,April,2,1/1/2000
2001,Rio,April,2,1/1/2001
2002,Rio,April,8,1/1/2002
2003,Rio,April,11,1/1/2003
2004,Rio,April,3,1/1/2004
2005,Rio,April,1,1/1/2005
2006,Rio,April,8,1/1/2006
2007,Rio,April,9,1/1/2007
2008,Rio,April,2,1/1/2008
2009,Rio,April,1,1/1/2009
2010,Rio,April,10,1/1/2010
2011,Rio,April,12,1/1/2011
2012,Rio,April,12,1/1/2012
2013,Rio,April,9,1/1/2013
2014,Rio,April,25,1/1/2014
2015,Rio,April,24,1/1/2015
2016,Rio,April,45,1/1/2016
2017,Rio,April,12,1/1/2017
1998,Rio,May,0,1/1/1998
1999,Rio,May,7,1/1/1999
2000,Rio,May,5,1/1/2000
2001,Rio,May,4,1/1/2001
2002,Rio,May,4,1/1/2002
2003,Rio,May,1,1/1/2003
2004,Rio,May,0,1/1/2004
2005,Rio,May,11,1/1/2005
2006,Rio,May,4,1/1/2006
2007,Rio,May,2,1/1/2007
2008,Rio,May,0,1/1/2008
2009,Rio,May,37,1/1/2009
2010,Rio,May,6,1/1/2010
2011,Rio,May,17,1/1/2011
2012,Rio,May,18,1/1/2012
2013,Rio,May,16,1/1/2013
2014,Rio,May,20,1/1/2014
2015,Rio,May,21,1/1/2015
2016,Rio,May,30,1/1/2016
2017,Rio,May,15,1/1/2017
1998,Rio,June,3,1/1/1998
1999,Rio,June,8,1/1/1999
2000,Rio,June,14,1/1/2000
2001,Rio,June,13,1/1/2001
2002,Rio,June,13,1/1/2002
2003,Rio,June,13,1/1/2003
2004,Rio,June,19,1/1/2004
2005,Rio,June,16,1/1/2005
2006,Rio,June,19,1/1/2006
2007,Rio,June,3,1/1/2007
2008,Rio,June,4,1/1/2008
2009,Rio,June,33,1/1/2009
2010,Rio,June,7,1/1/2010
2011,Rio,June,33,1/1/2011
2012,Rio,June,14,1/1/2012
2013,Rio,June,17,1/1/2013
2014,Rio,June,54,1/1/2014
2015,Rio,June,33,1/1/2015
2016,Rio,June,37,1/1/2016
2017,Rio,June,68,1/1/2017
1998,Rio,July,21,1/1/1998
1999,Rio,July,14,1/1/1999
2000,Rio,July,22,1/1/2000
2001,Rio,July,57,1/1/2001
2002,Rio,July,17,1/1/2002
2003,Rio,July,42,1/1/2003
2004,Rio,July,23,1/1/2004
2005,Rio,July,20,1/1/2005
2006,Rio,July,54,1/1/2006
2007,Rio,July,15,1/1/2007
2008,Rio,July,14,1/1/2008
2009,Rio,July,56,1/1/2009
2010,Rio,July,55,1/1/2010
2011,Rio,July,121,1/1/2011
2012,Rio,July,50,1/1/2012
2013,Rio,July,58,1/1/2013
2014,Rio,July,62,1/1/2014
2015,Rio,July,74,1/1/2015
2016,Rio,July,131,1/1/2016
2017,Rio,July,70,1/1/2017
1998,Rio,August,21,1/1/1998
1999,Rio,August,88,1/1/1999
2000,Rio,August,34,1/1/2000
2001,Rio,August,129,1/1/2001
2002,Rio,August,184,1/1/2002
2003,Rio,August,191,1/1/2003
2004,Rio,August,74,1/1/2004
2005,Rio,August,98,1/1/2005
2006,Rio,August,79,1/1/2006
2007,Rio,August,189,1/1/2007
2008,Rio,August,19,1/1/2008
2009,Rio,August,91,1/1/2009
2010,Rio,August,316,1/1/2010
2011,Rio,August,250,1/1/2011
2012,Rio,August,72,1/1/2012
2013,Rio,August,74,1/1/2013
2014,Rio,August,199,1/1/2014
2015,Rio,August,158,1/1/2015
2016,Rio,August,241,1/1/2016
2017,Rio,August,164,1/1/2017
1998,Rio,September,44,1/1/1998
1999,Rio,September,192,1/1/1999
2000,Rio,September,16,1/1/2000
2001,Rio,September,60,1/1/2001
2002,Rio,September,45,1/1/2002
2003,Rio,September,166,1/1/2003
2004,Rio,September,205,1/1/2004
2005,Rio,September,46,1/1/2005
2006,Rio,September,197,1/1/2006
2007,Rio,September,223,1/1/2007
2008,Rio,September,132,1/1/2008
2009,Rio,September,90,1/1/2009
2010,Rio,September,353,1/1/2010
2011,Rio,September,510,1/1/2011
2012,Rio,September,172,1/1/2012
2013,Rio,September,117,1/1/2013
2014,Rio,September,318,1/1/2014
2015,Rio,September,85,1/1/2015
2016,Rio,September,195,1/1/2016
2017,Rio,September,728,1/1/2017
1998,Rio,October,6,1/1/1998
1999,Rio,October,30,1/1/1999
2000,Rio,October,25,1/1/2000
2001,Rio,October,33,1/1/2001
2002,Rio,October,313,1/1/2002
2003,Rio,October,81,1/1/2003
2004,Rio,October,26,1/1/2004
2005,Rio,October,116,1/1/2005
2006,Rio,October,12,1/1/2006
2007,Rio,October,137,1/1/2007
2008,Rio,October,42,1/1/2008
2009,Rio,October,18,1/1/2009
2010,Rio,October,35,1/1/2010
2011,Rio,October,114,1/1/2011
2012,Rio,October,163,1/1/2012
2013,Rio,October,44,1/1/2013
2014,Rio,October,500,1/1/2014
2015,Rio,October,96,1/1/2015
2016,Rio,October,30,1/1/2016
2017,Rio,October,238,1/1/2017
1998,Rio,November,6,1/1/1998
1999,Rio,November,16,1/1/1999
2000,Rio,November,2,1/1/2000
2001,Rio,November,4,1/1/2001
2002,Rio,November,11,1/1/2002
2003,Rio,November,5,1/1/2003
2004,Rio,November,49,1/1/2004
2005,Rio,November,12,1/1/2005
2006,Rio,November,1,1/1/2006
2007,Rio,November,1,1/1/2007
2008,Rio,November,0,1/1/2008
2009,Rio,November,27,1/1/2009
2010,Rio,November,23,1/1/2010
2011,Rio,November,20,1/1/2011
2012,Rio,November,13,1/1/2012
2013,Rio,November,28,1/1/2013
2014,Rio,November,36,1/1/2014
2015,Rio,November,6,1/1/2015
2016,Rio,November,19,1/1/2016
2017,Rio,November,43,1/1/2017
1998,Rio,December,1,1/1/1998
1999,Rio,December,0,1/1/1999
2000,Rio,December,0,1/1/2000
2001,Rio,December,2,1/1/2001
2002,Rio,December,8,1/1/2002
2003,Rio,December,10,1/1/2003
2004,Rio,December,9,1/1/2004
2005,Rio,December,2,1/1/2005
2006,Rio,December,0,1/1/2006
2007,Rio,December,0,1/1/2007
2008,Rio,December,6,1/1/2008
2009,Rio,December,1,1/1/2009
2010,Rio,December,10,1/1/2010
2011,Rio,December,3,1/1/2011
2012,Rio,December,18,1/1/2012
2013,Rio,December,12,1/1/2013
2014,Rio,December,25,1/1/2014
2015,Rio,December,11,1/1/2015
2016,Rio,December,5,1/1/2016
1998,Rio,January,0,1/1/1998
1999,Rio,January,32,1/1/1999
2000,Rio,January,1,1/1/2000
2001,Rio,January,2,1/1/2001
2002,Rio,January,4,1/1/2002
2003,Rio,January,113,1/1/2003
2004,Rio,January,44,1/1/2004
2005,Rio,January,153,1/1/2005
2006,Rio,January,93,1/1/2006
2007,Rio,January,63,1/1/2007
2008,Rio,January,70,1/1/2008
2009,Rio,January,110,1/1/2009
2010,Rio,January,32,1/1/2010
2011,Rio,January,15,1/1/2011
2012,Rio,January,72,1/1/2012
2013,Rio,January,25,1/1/2013
2014,Rio,January,34,1/1/2014
2015,Rio,January,45,1/1/2015
2016,Rio,January,15,1/1/2016
2017,Rio,January,28,1/1/2017
1998,Rio,February,0,1/1/1998
1999,Rio,February,11,1/1/1999
2000,Rio,February,7,1/1/2000
2001,Rio,February,0,1/1/2001
2002,Rio,February,18,1/1/2002
2003,Rio,February,9,1/1/2003
2004,Rio,February,5,1/1/2004
2005,Rio,February,42,1/1/2005
2006,Rio,February,21,1/1/2006
2007,Rio,February,9,1/1/2007
2008,Rio,February,25,1/1/2008
2009,Rio,February,8,1/1/2009
2010,Rio,February,12,1/1/2010
2011,Rio,February,5,1/1/2011
2012,Rio,February,13,1/1/2012
2013,Rio,February,24,1/1/2013
2014,Rio,February,8,1/1/2014
2015,Rio,February,15,1/1/2015
2016,Rio,February,2,1/1/2016
2017,Rio,February,10,1/1/2017
1998,Rio,March,0,1/1/1998
1999,Rio,March,9,1/1/1999
2000,Rio,March,11,1/1/2000
2001,Rio,March,0,1/1/2001
2002,Rio,March,3,1/1/2002
2003,Rio,March,1,1/1/2003
2004,Rio,March,1,1/1/2004
2005,Rio,March,15,1/1/2005
2006,Rio,March,8,1/1/2006
2007,Rio,March,7,1/1/2007
2008,Rio,March,3,1/1/2008
2009,Rio,March,2,1/1/2009
2010,Rio,March,23,1/1/2010
2011,Rio,March,3,1/1/2011
2012,Rio,March,2,1/1/2012
2013,Rio,March,6,1/1/2013
2014,Rio,March,6,1/1/2014
2015,Rio,March,3,1/1/2015
2016,Rio,March,1,1/1/2016
2017,Rio,March,3,1/1/2017
1998,Rio,April,0,1/1/1998
1999,Rio,April,21,1/1/1999
2000,Rio,April,16,1/1/2000
2001,Rio,April,10,1/1/2001
2002,Rio,April,0,1/1/2002
2003,Rio,April,2,1/1/2003
2004,Rio,April,3,1/1/2004
2005,Rio,April,2,1/1/2005
2006,Rio,April,2,1/1/2006
2007,Rio,April,1,1/1/2007
2008,Rio,April,0,1/1/2008
2009,Rio,April,1,1/1/2009
2010,Rio,April,7,1/1/2010
2011,Rio,April,0,1/1/2011
2012,Rio,April,4,1/1/2012
2013,Rio,April,7,1/1/2013
2014,Rio,April,2,1/1/2014
2015,Rio,April,4,1/1/2015
2016,Rio,April,0,1/1/2016
2017,Rio,April,6,1/1/2017
1998,Rio,May,0,1/1/1998
1999,Rio,May,1,1/1/1999
2000,Rio,May,3,1/1/2000
2001,Rio,May,56,1/1/2001
2002,Rio,May,6,1/1/2002
2003,Rio,May,0,1/1/2003
2004,Rio,May,2,1/1/2004
2005,Rio,May,3,1/1/2005
2006,Rio,May,0,1/1/2006
2007,Rio,May,2,1/1/2007
2008,Rio,May,0,1/1/2008
2009,Rio,May,0,1/1/2009
2010,Rio,May,3,1/1/2010
